交易日期,公司ID,通路名稱,商店通稱,卡機號碼,支付工具,筆數,金額
2026-03-10,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,64.0,640.0
2026-03-10,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,13.0,130.0
2026-03-10,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,82.0,820.0
2026-03-10,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,5.0,50.0
2026-03-10,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,5.0,50.0
2026-03-10,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,11.0,110.0
2026-03-10,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,6.0,60.0
2026-03-10,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01896,現金,1.0,10.0
2026-03-10,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,17.0,170.0
2026-03-10,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,5.0,50.0
2026-03-10,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,23.0,230.0
2026-03-10,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,31.0,310.0
2026-03-10,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,悠遊卡,11.0,110.0
2026-03-10,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,71.0,710.0
2026-03-11,1947,希利創新_7-11 冠亨,冠亨,TV1Q05716,現金,7.0,70.0
2026-03-11,1947,希利創新_7-11 冠亨,冠亨,TV1Q05769,現金,27.0,270.0
2026-03-11,1947,希利創新_7-11 冠亨,冠亨,TV1Q05806,現金,21.0,210.0
2026-03-11,1948,希利創新_7-11 科有,科有,TV1Q05751,現金,15.0,150.0
2026-03-11,1948,希利創新_7-11 科有,科有,TV1Q05758,現金,8.0,80.0
2026-03-11,1948,希利創新_7-11 科有,科有,TV1Q05760,現金,11.0,110.0
2026-03-11,1948,希利創新_7-11 科有,科有,TV1Q05791,現金,2.0,20.0
2026-03-11,1949,希利創新_7-11 十興,十興,TV1Q05742,現金,23.0,230.0
2026-03-11,1949,希利創新_7-11 十興,十興,TV1Q05745,現金,2.0,20.0
2026-03-11,1949,希利創新_7-11 十興,十興,TV1Q05747,現金,10.0,100.0
2026-03-11,1949,希利創新_7-11 十興,十興,TV1Q05794,現金,1.0,10.0
2026-03-11,1950,希利創新_7-11 愿橋,愿橋,TV1Q01931,現金,59.0,590.0
2026-03-11,1950,希利創新_7-11 愿橋,愿橋,TV1Q01940,現金,1.0,10.0
2026-03-11,1950,希利創新_7-11 愿橋,愿橋,TV1Q04672,現金,45.0,450.0
2026-03-11,1950,希利創新_7-11 愿橋,愿橋,TV1Q04673,現金,25.0,250.0
2026-03-11,1951,希利創新_7-11 超全,超全,TV1Q01924,現金,31.0,310.0
2026-03-11,1951,希利創新_7-11 超全,超全,TV1Q01961,現金,15.0,150.0
2026-03-11,1951,希利創新_7-11 超全,超全,TV1Q04668,現金,1.0,10.0
2026-03-11,1951,希利創新_7-11 超全,超全,TV1Q05797,現金,46.0,460.0
2026-03-11,1951,希利創新_7-11 超全,超全,TV1Q05801,現金,5.0,50.0
2026-03-11,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01825,現金,12.0,120.0
2026-03-11,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q01887,現金,25.0,250.0
2026-03-11,1952,希利創新_7-11 高鳳儀,高鳳儀,TV1Q04664,現金,120.0,1200.0
2026-03-11,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01950,現金,13.0,130.0
2026-03-11,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01974,現金,31.0,310.0
2026-03-11,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01976,現金,31.0,310.0
2026-03-11,1953,希利創新_7-11 瑞賢,瑞賢,TV1Q01977,現金,6.0,60.0
